"session_key","meeting_key","date","driver_number","pit_duration","lap_number"
9465,1229,"2024-02-29T11:30:04.020000+00:00",27,NA,1
9465,1229,"2024-02-29T11:30:05.729000+00:00",77,NA,1
9465,1229,"2024-02-29T11:30:15.104000+00:00",31,NA,1
9465,1229,"2024-02-29T11:30:17.318000+00:00",20,NA,1
9465,1229,"2024-02-29T11:30:24.627000+00:00",81,NA,1
9465,1229,"2024-02-29T11:30:29.085000+00:00",4,NA,1
9465,1229,"2024-02-29T11:30:30.590000+00:00",24,NA,1
9465,1229,"2024-02-29T11:30:36.687000+00:00",10,NA,1
9465,1229,"2024-02-29T11:30:51.399000+00:00",23,NA,1
9465,1229,"2024-02-29T11:30:58.421000+00:00",11,NA,1
9465,1229,"2024-02-29T11:31:06.133000+00:00",44,NA,1
9465,1229,"2024-02-29T11:31:08.105000+00:00",55,NA,1
9465,1229,"2024-02-29T11:31:20.884000+00:00",16,NA,1
9465,1229,"2024-02-29T11:31:24.612000+00:00",22,NA,1
9465,1229,"2024-02-29T11:31:53.930000+00:00",3,NA,1
9465,1229,"2024-02-29T11:32:28.772000+00:00",14,NA,1
9465,1229,"2024-02-29T11:33:33.376000+00:00",63,NA,1
9465,1229,"2024-02-29T11:34:15.107000+00:00",18,NA,1
9465,1229,"2024-02-29T11:36:31.933000+00:00",1,NA,1
9465,1229,"2024-02-29T11:37:35.631000+00:00",11,29.8,4
9465,1229,"2024-02-29T11:37:57.349000+00:00",14,224.9,2
9465,1229,"2024-02-29T11:39:16.614000+00:00",2,NA,1
9465,1229,"2024-02-29T11:39:22.845000+00:00",27,51.7,6
9465,1229,"2024-02-29T11:39:40.349000+00:00",44,29.5,5
9465,1229,"2024-02-29T11:41:21.214000+00:00",77,550.7,2
9465,1229,"2024-02-29T11:41:32.383000+00:00",23,529.3,2
9465,1229,"2024-02-29T11:41:41.244000+00:00",55,30.5,6
9465,1229,"2024-02-29T11:42:25.103000+00:00",20,21.3,8
9465,1229,"2024-02-29T11:42:35.042000+00:00",24,582.5,2
9465,1229,"2024-02-29T11:43:03.426000+00:00",1,26.3,4
9465,1229,"2024-02-29T11:43:47.374000+00:00",16,31.7,7
9465,1229,"2024-02-29T11:45:01.784000+00:00",10,39.4,8
9465,1229,"2024-02-29T11:45:28.808000+00:00",31,48.3,8
9465,1229,"2024-02-29T11:50:03.151000+00:00",55,27.7,10
9465,1229,"2024-02-29T11:53:55.530000+00:00",81,688.3,7
9465,1229,"2024-02-29T11:54:46.639000+00:00",77,33,9
9465,1229,"2024-02-29T11:55:02.319000+00:00",4,621.2,8
9465,1229,"2024-02-29T11:57:57.056000+00:00",10,676.1,9
9465,1229,"2024-02-29T11:59:07.299000+00:00",4,27.6,10
9465,1229,"2024-02-29T11:59:12.885000+00:00",18,666.9,8
9465,1229,"2024-02-29T11:59:53.233000+00:00",27,722.1,11
9465,1229,"2024-02-29T11:59:59.566000+00:00",11,616,10
9465,1229,"2024-02-29T12:00:19.867000+00:00",1,714.5,7
9465,1229,"2024-02-29T12:01:03.751000+00:00",63,560.8,10
9465,1229,"2024-02-29T12:01:17.655000+00:00",44,948.9,8
9465,1229,"2024-02-29T12:01:21.088000+00:00",22,727.1,10
9465,1229,"2024-02-29T12:02:20.753000+00:00",55,527,12
9465,1229,"2024-02-29T12:02:25.768000+00:00",14,781,8
9465,1229,"2024-02-29T12:02:27.209000+00:00",3,649.8,11
9465,1229,"2024-02-29T12:02:33.218000+00:00",16,776.3,10
9465,1229,"2024-02-29T12:03:02.775000+00:00",77,382.9,10
9465,1229,"2024-02-29T12:04:07.031000+00:00",31,994.2,9
9465,1229,"2024-02-29T12:05:39.378000+00:00",20,1263.7,9
9465,1229,"2024-02-29T12:06:18.537000+00:00",11,29.2,13
9465,1229,"2024-02-29T12:08:43.376000+00:00",3,22.8,14
9465,1229,"2024-02-29T12:09:14.919000+00:00",23,774.3,10
9465,1229,"2024-02-29T12:11:31.960000+00:00",81,441.8,12
9465,1229,"2024-02-29T12:11:45.324000+00:00",24,1042.1,8
9465,1229,"2024-02-29T12:13:01.469000+00:00",44,381.6,11
9465,1229,"2024-02-29T12:13:13.669000+00:00",2,1196,9
9465,1229,"2024-02-29T12:15:50.101000+00:00",4,412.8,15
9465,1229,"2024-02-29T12:17:05.852000+00:00",14,401.9,12
9465,1229,"2024-02-29T12:17:24.693000+00:00",18,614.8,12
9465,1229,"2024-02-29T12:18:01.178000+00:00",63,346.4,16
9465,1229,"2024-02-29T12:18:18.571000+00:00",24,25,11
9465,1229,"2024-02-29T12:18:21.377000+00:00",22,281.8,16
9465,1229,"2024-02-29T12:18:43.829000+00:00",55,263.5,18
9465,1229,"2024-02-29T12:18:57.840000+00:00",1,399.2,13
9465,1229,"2024-02-29T12:19:04.332000+00:00",10,465.5,16
9465,1229,"2024-02-29T12:19:24.344000+00:00",16,302.4,16
9465,1229,"2024-02-29T12:19:42.655000+00:00",11,443.5,16
9465,1229,"2024-02-29T12:19:47.626000+00:00",3,542.9,15
9465,1229,"2024-02-29T12:21:43.185000+00:00",31,325.7,15
9465,1229,"2024-02-29T12:23:58.903000+00:00",77,538.5,16
9465,1229,"2024-02-29T12:28:12.218000+00:00",2,35.1,17
9465,1229,"2024-02-29T12:28:31.288000+00:00",44,27,20
9465,1229,"2024-02-29T12:28:44.213000+00:00",27,336.6,25
9465,1229,"2024-02-29T12:29:47.811000+00:00",24,354.8,14
9466,1229,"2024-02-29T15:00:02.140000+00:00",24,NA,1
9466,1229,"2024-02-29T15:00:07.232000+00:00",27,NA,1
9466,1229,"2024-02-29T15:00:20.549000+00:00",81,NA,1
9466,1229,"2024-02-29T15:00:25.264000+00:00",23,NA,1
9466,1229,"2024-02-29T15:00:29.562000+00:00",31,NA,1
9466,1229,"2024-02-29T15:00:34.179000+00:00",20,NA,1
9466,1229,"2024-02-29T15:00:51.841000+00:00",4,NA,1
9466,1229,"2024-02-29T15:00:55.536000+00:00",10,NA,1
9466,1229,"2024-02-29T15:01:06.299000+00:00",22,NA,1
9466,1229,"2024-02-29T15:01:09.056000+00:00",55,NA,1
9466,1229,"2024-02-29T15:01:17.066000+00:00",11,NA,1
9466,1229,"2024-02-29T15:01:27.159000+00:00",16,NA,1
9466,1229,"2024-02-29T15:01:29.358000+00:00",2,NA,1
9466,1229,"2024-02-29T15:01:39.047000+00:00",3,NA,1
9466,1229,"2024-02-29T15:01:57.891000+00:00",44,NA,1
9466,1229,"2024-02-29T15:03:53.182000+00:00",14,NA,1
9466,1229,"2024-02-29T15:03:58.653000+00:00",18,NA,1
9466,1229,"2024-02-29T15:04:45.266000+00:00",63,NA,1
9466,1229,"2024-02-29T15:07:27.767000+00:00",11,31.1,4
9466,1229,"2024-02-29T15:07:31.034000+00:00",55,32,4
9466,1229,"2024-02-29T15:07:43.984000+00:00",16,24.9,4
9466,1229,"2024-02-29T15:08:04.360000+00:00",1,NA,1
9466,1229,"2024-02-29T15:08:09.881000+00:00",44,28.5,4
9466,1229,"2024-02-29T15:14:52.720000+00:00",23,543.5,4
9466,1229,"2024-02-29T15:15:03.061000+00:00",2,275.9,6
9466,1229,"2024-02-29T15:16:30.433000+00:00",77,454,5
9466,1229,"2024-02-29T15:17:28.975000+00:00",14,360.4,5
9466,1229,"2024-02-29T15:18:30.651000+00:00",24,387.8,7
9466,1229,"2024-02-29T15:19:53.143000+00:00",20,446.7,7
9466,1229,"2024-02-29T15:20:25.162000+00:00",27,553.3,7
9466,1229,"2024-02-29T15:20:54.802000+00:00",55,449.1,7
9466,1229,"2024-02-29T15:20:57.894000+00:00",81,548,7
9466,1229,"2024-02-29T15:20:59.861000+00:00",2,22.8,9
9466,1229,"2024-02-29T15:21:02.610000+00:00",4,618.7,6
9466,1229,"2024-02-29T15:21:24.999000+00:00",16,471.6,7
9466,1229,"2024-02-29T15:22:06.691000+00:00",3,676.3,6
9466,1229,"2024-02-29T15:22:24.689000+00:00",22,385.4,9
9466,1229,"2024-02-29T15:22:42.536000+00:00",77,23.6,8
9466,1229,"2024-02-29T15:23:29.783000+00:00",31,657.5,7
9466,1229,"2024-02-29T15:23:34.965000+00:00",44,598.4,7
9466,1229,"2024-02-29T15:24:07.611000+00:00",11,655.4,7
9466,1229,"2024-02-29T15:24:45.860000+00:00",24,29,10
9466,1229,"2024-02-29T15:25:22.637000+00:00",18,389.9,9
9466,1229,"2024-02-29T15:25:40.460000+00:00",10,802.4,7
9466,1229,"2024-02-29T15:25:56.675000+00:00",63,651,6
9466,1229,"2024-02-29T15:26:33.488000+00:00",1,413.1,7
9466,1229,"2024-02-29T15:26:54.254000+00:00",55,21.7,10
9466,1229,"2024-02-29T15:27:59.305000+00:00",63,25.6,7
9466,1229,"2024-02-29T15:28:27.860000+00:00",23,150.9,10
9466,1229,"2024-02-29T15:30:36.006000+00:00",2,251.2,12
9466,1229,"2024-02-29T15:32:05.357000+00:00",14,543.5,8
9466,1229,"2024-02-29T15:34:49.651000+00:00",81,499.5,10
9466,1229,"2024-02-29T15:35:23.325000+00:00",4,525.7,9
9466,1229,"2024-02-29T15:36:01.158000+00:00",11,402.2,10
9466,1229,"2024-02-29T15:37:13.094000+00:00",24,425.3,13
9466,1229,"2024-02-29T15:38:01.169000+00:00",1,376.9,10
9466,1229,"2024-02-29T15:38:09.858000+00:00",44,568.3,10
9466,1229,"2024-02-29T15:38:51.893000+00:00",3,340.8,12
9466,1229,"2024-02-29T15:39:06.186000+00:00",20,448.3,13
9466,1229,"2024-02-29T15:39:14.621000+00:00",22,323.9,15
9466,1229,"2024-02-29T15:39:39.369000+00:00",23,357.1,13
9466,1229,"2024-02-29T15:39:47.953000+00:00",24,38.9,14
9466,1229,"2024-02-29T15:40:06.603000+00:00",77,703.8,11
9466,1229,"2024-02-29T15:40:14.825000+00:00",55,565.6,12
9466,1229,"2024-02-29T15:40:30.470000+00:00",27,882.4,10
9466,1229,"2024-02-29T15:40:36.081000+00:00",18,447.7,13
9466,1229,"2024-02-29T15:40:49.975000+00:00",16,460.6,13
9466,1229,"2024-02-29T15:41:01.571000+00:00",63,435,10
9466,1229,"2024-02-29T15:41:52.066000+00:00",31,384.8,13
9466,1229,"2024-02-29T15:42:19.998000+00:00",77,26,12
9466,1229,"2024-02-29T15:42:44.350000+00:00",10,335.1,13
9466,1229,"2024-02-29T15:44:18.912000+00:00",2,403.3,16
9466,1229,"2024-02-29T15:44:42.572000+00:00",14,430.1,11
9466,1229,"2024-02-29T15:44:58.194000+00:00",10,19,14
9466,1229,"2024-02-29T15:46:49.643000+00:00",2,39.6,17
9466,1229,"2024-02-29T15:56:31.746000+00:00",81,23.9,23
9466,1229,"2024-02-29T15:57:08.199000+00:00",4,26.7,22
9466,1229,"2024-02-29T15:58:25.671000+00:00",23,24.6,24
9467,1229,"2024-03-01T12:36:04.040000+00:00",44,NA,1
9467,1229,"2024-03-01T12:41:52.136000+00:00",55,NA,1
9467,1229,"2024-03-01T12:42:32.572000+00:00",16,NA,1
9467,1229,"2024-03-01T12:43:46.749000+00:00",24,NA,1
9467,1229,"2024-03-01T12:43:51.950000+00:00",77,NA,1
9467,1229,"2024-03-01T12:43:55.811000+00:00",23,NA,1
9467,1229,"2024-03-01T12:44:38.831000+00:00",20,NA,1
9467,1229,"2024-03-01T12:45:37.729000+00:00",27,NA,1
9467,1229,"2024-03-01T12:45:52.513000+00:00",11,NA,1
9467,1229,"2024-03-01T12:46:17.125000+00:00",4,NA,1
9467,1229,"2024-03-01T12:46:19.067000+00:00",18,NA,1
9467,1229,"2024-03-01T12:47:37.149000+00:00",63,NA,1
9467,1229,"2024-03-01T12:47:40.966000+00:00",44,375,4
9467,1229,"2024-03-01T12:48:09.741000+00:00",55,30.5,4
9467,1229,"2024-03-01T12:48:27.907000+00:00",1,NA,1
9467,1229,"2024-03-01T12:48:45.165000+00:00",16,22.7,4
9467,1229,"2024-03-01T12:48:59.978000+00:00",81,NA,1
9467,1229,"2024-03-01T12:49:16.901000+00:00",23,218.3,2
9467,1229,"2024-03-01T12:49:57.578000+00:00",77,22.3,4
9467,1229,"2024-03-01T12:49:58.626000+00:00",14,NA,1
9467,1229,"2024-03-01T12:50:08.201000+00:00",24,37.3,4
9467,1229,"2024-03-01T12:51:00.149000+00:00",20,35.1,4
9467,1229,"2024-03-01T12:51:10.860000+00:00",2,NA,1
9467,1229,"2024-03-01T12:52:05.904000+00:00",11,30.1,4
9467,1229,"2024-03-01T12:52:25.261000+00:00",3,NA,1
9467,1229,"2024-03-01T12:52:34.081000+00:00",22,NA,1
9467,1229,"2024-03-01T12:53:39.630000+00:00",31,NA,1
9467,1229,"2024-03-01T12:54:29.387000+00:00",10,NA,1
9467,1229,"2024-03-01T12:55:26.514000+00:00",23,29.2,5
9467,1229,"2024-03-01T12:55:57.383000+00:00",77,24.4,7
9467,1229,"2024-03-01T12:56:24.260000+00:00",24,20.9,7
9467,1229,"2024-03-01T12:57:07.824000+00:00",2,18.9,4
9467,1229,"2024-03-01T12:57:14.395000+00:00",20,36.5,7
9467,1229,"2024-03-01T12:58:38.528000+00:00",11,26.4,7
9467,1229,"2024-03-01T12:58:57.358000+00:00",3,34.2,4
9467,1229,"2024-03-01T12:59:45.504000+00:00",18,23.2,8
9467,1229,"2024-03-01T13:00:59.761000+00:00",10,27.7,4
9467,1229,"2024-03-01T13:01:20.937000+00:00",4,555.8,4
9467,1229,"2024-03-01T13:02:59.802000+00:00",2,26.4,7
9467,1229,"2024-03-01T13:03:08.203000+00:00",3,21.8,6
9467,1229,"2024-03-01T13:03:11.600000+00:00",63,585.7,4
9467,1229,"2024-03-01T13:03:11.915000+00:00",55,548.4,7
9467,1229,"2024-03-01T13:04:21.792000+00:00",81,465.5,5
9467,1229,"2024-03-01T13:04:40.699000+00:00",22,21.6,7
9467,1229,"2024-03-01T13:05:13.047000+00:00",14,35.3,9
9467,1229,"2024-03-01T13:05:55.992000+00:00",16,682.3,7
9467,1229,"2024-03-01T13:07:46.756000+00:00",31,488.4,4
9467,1229,"2024-03-01T13:10:13.508000+00:00",11,564.2,8
9467,1229,"2024-03-01T13:10:21.550000+00:00",23,555.7,8
9467,1229,"2024-03-01T13:10:45.109000+00:00",24,745.9,8
9467,1229,"2024-03-01T13:10:49.207000+00:00",77,776.6,8
9467,1229,"2024-03-01T13:11:32.298000+00:00",1,707,7
9467,1229,"2024-03-01T13:11:35.951000+00:00",2,408.8,8
9467,1229,"2024-03-01T13:14:00.800000+00:00",18,759,9
9467,1229,"2024-03-01T13:14:20.843000+00:00",14,445.4,10
9467,1229,"2024-03-01T13:14:41.562000+00:00",4,467.5,7
9467,1229,"2024-03-01T13:14:59.817000+00:00",81,319.6,8
9467,1229,"2024-03-01T13:15:59.389000+00:00",44,900.1,12
9467,1229,"2024-03-01T13:16:40.931000+00:00",63,469.8,7
9467,1229,"2024-03-01T13:16:56.426000+00:00",24,21.1,11
9467,1229,"2024-03-01T13:17:02.898000+00:00",77,23.4,11
9467,1229,"2024-03-01T13:17:45.104000+00:00",2,18.9,11
9467,1229,"2024-03-01T13:19:23.679000+00:00",10,777.2,7
9467,1229,"2024-03-01T13:20:14.513000+00:00",27,1399.6,7
9467,1229,"2024-03-01T13:20:19.094000+00:00",20,707.1,14
9467,1229,"2024-03-01T13:20:23.906000+00:00",3,920.9,7
9467,1229,"2024-03-01T13:20:35.154000+00:00",22,839.2,8
9467,1229,"2024-03-01T13:21:09.521000+00:00",55,499.5,12
9467,1229,"2024-03-01T13:22:13.448000+00:00",44,31.2,15
9467,1229,"2024-03-01T13:23:37.077000+00:00",16,519.9,12
9467,1229,"2024-03-01T13:25:41.512000+00:00",31,741,7
9467,1229,"2024-03-01T13:26:25.996000+00:00",23,239,14
9467,1229,"2024-03-01T13:27:17.937000+00:00",24,282.1,14
9467,1229,"2024-03-01T13:28:03.649000+00:00",1,177.4,14
9467,1229,"2024-03-01T13:28:23.693000+00:00",18,201.4,15
9467,1229,"2024-03-01T13:28:31.808000+00:00",77,344.3,14
9467,1229,"2024-03-01T13:28:46.380000+00:00",11,260.8,15
9467,1229,"2024-03-01T13:28:49.032000+00:00",4,528.4,10
9467,1229,"2024-03-01T13:28:54.294000+00:00",81,520.4,11
9467,1229,"2024-03-01T13:28:57.980000+00:00",23,28.9,15
9467,1229,"2024-03-01T13:29:15.585000+00:00",14,229.7,16
9467,1229,"2024-03-01T13:29:19.694000+00:00",2,365.9,14
9467,1229,"2024-03-01T13:29:28.269000+00:00",63,432,10
9467,1229,"2024-03-01T13:29:52.399000+00:00",44,133.8,18
9468,1229,"2024-03-01T16:00:11.353000+00:00",55,NA,1
9468,1229,"2024-03-01T16:00:16.840000+00:00",16,NA,1
9468,1229,"2024-03-01T16:00:22.295000+00:00",31,NA,1
9468,1229,"2024-03-01T16:00:24.189000+00:00",10,NA,1
9468,1229,"2024-03-01T16:05:23.044000+00:00",23,NA,1
9468,1229,"2024-03-01T16:05:23.999000+00:00",3,NA,1
9468,1229,"2024-03-01T16:05:26.164000+00:00",27,NA,1
9468,1229,"2024-03-01T16:05:27.265000+00:00",2,NA,1
9468,1229,"2024-03-01T16:05:30.907000+00:00",22,NA,1
9468,1229,"2024-03-01T16:05:34.869000+00:00",24,NA,1
9468,1229,"2024-03-01T16:05:40.559000+00:00",20,NA,1
9468,1229,"2024-03-01T16:05:52.625000+00:00",77,NA,1
9468,1229,"2024-03-01T16:06:03.545000+00:00",81,NA,1
9468,1229,"2024-03-01T16:06:16.384000+00:00",18,NA,1
9468,1229,"2024-03-01T16:06:32.667000+00:00",4,NA,1
9468,1229,"2024-03-01T16:06:37.692000+00:00",14,NA,1
9468,1229,"2024-03-01T16:06:46.251000+00:00",1,NA,1
9468,1229,"2024-03-01T16:06:53.842000+00:00",63,NA,1
9468,1229,"2024-03-01T16:07:07.694000+00:00",44,NA,1
9468,1229,"2024-03-01T16:07:39.190000+00:00",11,NA,1
9468,1229,"2024-03-01T16:07:46.707000+00:00",16,132.4,4
9468,1229,"2024-03-01T16:07:49.994000+00:00",31,119,4
9468,1229,"2024-03-01T16:07:59.508000+00:00",55,149.2,4
9468,1229,"2024-03-01T16:08:18.376000+00:00",10,145.6,4
9468,1229,"2024-03-01T16:13:54.016000+00:00",24,157.7,4
9468,1229,"2024-03-01T16:13:56.290000+00:00",81,135.8,4
9468,1229,"2024-03-01T16:13:57.895000+00:00",27,182.1,4
9468,1229,"2024-03-01T16:13:59.387000+00:00",77,149.4,4
9468,1229,"2024-03-01T16:14:02.834000+00:00",20,165.3,4
9468,1229,"2024-03-01T16:14:05.476000+00:00",23,202.4,4
9468,1229,"2024-03-01T16:14:09.603000+00:00",2,183.8,4
9468,1229,"2024-03-01T16:14:15.269000+00:00",22,183.4,4
9468,1229,"2024-03-01T16:14:19.407000+00:00",3,212.4,4
9468,1229,"2024-03-01T16:14:36.849000+00:00",18,174.3,4
9468,1229,"2024-03-01T16:15:00.111000+00:00",44,136.5,4
9468,1229,"2024-03-01T16:15:14.394000+00:00",63,154.7,4
9468,1229,"2024-03-01T16:15:23.315000+00:00",14,181.1,4
9468,1229,"2024-03-01T16:15:32.032000+00:00",31,130.7,7
9468,1229,"2024-03-01T16:15:38.681000+00:00",16,149.6,7
9468,1229,"2024-03-01T16:15:53.824000+00:00",1,200,4
9468,1229,"2024-03-01T16:15:55.752000+00:00",4,240,4
9468,1229,"2024-03-01T16:16:08.059000+00:00",11,189.7,4
9468,1229,"2024-03-01T16:16:08.988000+00:00",10,148.8,7
9468,1229,"2024-03-01T16:26:44.430000+00:00",27,442.6,7
9468,1229,"2024-03-01T16:26:46.189000+00:00",20,419.6,7
9468,1229,"2024-03-01T16:26:48.343000+00:00",81,448,7
9468,1229,"2024-03-01T16:26:56.932000+00:00",4,542.2,5
9468,1229,"2024-03-01T16:27:08.608000+00:00",18,405.9,7
9468,1229,"2024-03-01T16:27:14.903000+00:00",3,426.1,7
9468,1229,"2024-03-01T16:27:18.675000+00:00",22,436.5,7
9468,1229,"2024-03-01T16:27:24.135000+00:00",14,474.9,6
9468,1229,"2024-03-01T16:27:29.546000+00:00",23,457.7,7
9468,1229,"2024-03-01T16:27:42.744000+00:00",55,853.2,7
9468,1229,"2024-03-01T16:27:49.089000+00:00",16,604.4,8
9468,1229,"2024-03-01T16:28:18.305000+00:00",1,441.3,7
9468,1229,"2024-03-01T16:28:27.915000+00:00",11,429.1,7
9468,1229,"2024-03-01T16:28:45.798000+00:00",63,548.2,6
9468,1229,"2024-03-01T16:28:50.963000+00:00",44,497.8,7
9468,1229,"2024-03-01T16:35:27.915000+00:00",27,210.6,10
9468,1229,"2024-03-01T16:35:29.754000+00:00",20,209.6,10
9468,1229,"2024-03-01T16:35:32.874000+00:00",81,200.9,10
9468,1229,"2024-03-01T16:35:35.397000+00:00",23,154.7,10
9468,1229,"2024-03-01T16:35:45.651000+00:00",18,199.8,10
9468,1229,"2024-03-01T16:35:52.041000+00:00",3,196.3,10
9468,1229,"2024-03-01T16:35:58.380000+00:00",22,197.3,10
9468,1229,"2024-03-01T16:36:08.750000+00:00",14,182.8,9
9468,1229,"2024-03-01T16:36:13.801000+00:00",55,185,10
9468,1229,"2024-03-01T16:36:28.710000+00:00",16,189.9,11
9468,1229,"2024-03-01T16:36:44.516000+00:00",1,184.1,10
9468,1229,"2024-03-01T16:37:09.347000+00:00",11,204.8,10
9468,1229,"2024-03-01T16:37:26.929000+00:00",4,306.6,8
9468,1229,"2024-03-01T16:37:37.919000+00:00",63,227.3,9
9468,1229,"2024-03-01T16:37:42.904000+00:00",44,226.2,10
9468,1229,"2024-03-01T16:48:05.294000+00:00",27,447.2,13
9468,1229,"2024-03-01T16:48:15.970000+00:00",4,416.8,10
9468,1229,"2024-03-01T16:48:19.712000+00:00",81,438.7,13
9468,1229,"2024-03-01T16:48:33.170000+00:00",63,334.1,12
9468,1229,"2024-03-01T16:48:42.481000+00:00",1,493.3,12
9468,1229,"2024-03-01T16:48:49.226000+00:00",44,348.7,13
9468,1229,"2024-03-01T16:48:59.998000+00:00",11,461.7,12
9468,1229,"2024-03-01T16:49:09.053000+00:00",55,458.3,13
9468,1229,"2024-03-01T16:49:19.625000+00:00",16,430.6,14
9468,1229,"2024-03-01T16:53:37.554000+00:00",14,700.8,12
9468,1229,"2024-03-01T16:55:56.339000+00:00",81,149.1,16
9468,1229,"2024-03-01T16:56:00.974000+00:00",4,164.1,13
9468,1229,"2024-03-01T16:56:06.598000+00:00",27,178.6,16
9468,1229,"2024-03-01T16:56:58.729000+00:00",63,186.7,15
9468,1229,"2024-03-01T16:57:06.631000+00:00",44,190.1,16
9468,1229,"2024-03-01T16:57:18.095000+00:00",1,208.1,15
9468,1229,"2024-03-01T16:57:29.033000+00:00",16,175.6,17
9468,1229,"2024-03-01T16:57:36.232000+00:00",55,189,16
9468,1229,"2024-03-01T16:57:48.452000+00:00",11,224.8,15
9472,1229,"2024-03-02T15:06:11.115000+00:00",27,36.6,1
9472,1229,"2024-03-02T15:19:05.235000+00:00",24,25.2,9
9472,1229,"2024-03-02T15:19:07.623000+00:00",18,24.4,9
9472,1229,"2024-03-02T15:20:46.058000+00:00",31,24.8,10
9472,1229,"2024-03-02T15:21:55.789000+00:00",2,35.7,10
9472,1229,"2024-03-02T15:22:03.605000+00:00",63,24.7,11
9472,1229,"2024-03-02T15:22:06.457000+00:00",16,24,11
9472,1229,"2024-03-02T15:22:22.107000+00:00",20,25.9,11
9472,1229,"2024-03-02T15:23:41.972000+00:00",11,24.5,12
9472,1229,"2024-03-02T15:23:50.520000+00:00",81,25.4,12
9472,1229,"2024-03-02T15:23:52.389000+00:00",44,25,12
9472,1229,"2024-03-02T15:24:09.090000+00:00",10,29.9,12
9472,1229,"2024-03-02T15:24:09.531000+00:00",77,26.4,12
9472,1229,"2024-03-02T15:25:25.101000+00:00",4,24.2,13
9472,1229,"2024-03-02T15:25:42.894000+00:00",3,24.9,13
9472,1229,"2024-03-02T15:26:57.817000+00:00",55,24.4,14
9472,1229,"2024-03-02T15:27:13.176000+00:00",22,24.7,14
9472,1229,"2024-03-02T15:28:49.395000+00:00",14,24.7,15
9472,1229,"2024-03-02T15:28:54.348000+00:00",23,24.6,15
9472,1229,"2024-03-02T15:31:37.825000+00:00",1,25,17
9472,1229,"2024-03-02T15:37:33.888000+00:00",27,24.7,20
9472,1229,"2024-03-02T15:48:50.340000+00:00",18,24.5,27
9472,1229,"2024-03-02T15:50:25.427000+00:00",24,25,28
9472,1229,"2024-03-02T15:51:59.543000+00:00",2,25,28
9472,1229,"2024-03-02T15:53:55.836000+00:00",31,25.1,30
9472,1229,"2024-03-02T15:54:47.117000+00:00",63,24.8,31
9472,1229,"2024-03-02T15:54:47.631000+00:00",77,74.7,30
9472,1229,"2024-03-02T15:55:37.993000+00:00",10,26.4,31
9472,1229,"2024-03-02T15:57:02.477000+00:00",20,24.4,32
9472,1229,"2024-03-02T15:58:04.902000+00:00",4,24.7,33
9472,1229,"2024-03-02T15:58:10.632000+00:00",44,24,33
9472,1229,"2024-03-02T15:59:38.514000+00:00",16,24.1,34
9472,1229,"2024-03-02T15:59:45.850000+00:00",81,24.8,34
9472,1229,"2024-03-02T16:00:12.070000+00:00",22,24.3,34
9472,1229,"2024-03-02T16:01:02.991000+00:00",55,23.8,35
9472,1229,"2024-03-02T16:01:59.612000+00:00",3,24.8,35
9472,1229,"2024-03-02T16:02:37.212000+00:00",11,24.5,36
9472,1229,"2024-03-02T16:03:35.177000+00:00",23,24.6,36
9472,1229,"2024-03-02T16:03:54.529000+00:00",1,24.2,37
9472,1229,"2024-03-02T16:11:23.921000+00:00",14,25.1,41
9472,1229,"2024-03-02T16:11:47.875000+00:00",2,25.3,40
9472,1229,"2024-03-02T16:11:54.741000+00:00",27,24.3,41
9472,1229,"2024-03-02T16:15:21.252000+00:00",10,25.2,43
9473,1230,"2024-03-07T13:30:03.517000+00:00",77,NA,1
9473,1230,"2024-03-07T13:30:09.013000+00:00",44,NA,1
9473,1230,"2024-03-07T13:30:13.788000+00:00",24,NA,1
9473,1230,"2024-03-07T13:30:33.150000+00:00",31,NA,1
9473,1230,"2024-03-07T13:30:34.221000+00:00",55,NA,1
9473,1230,"2024-03-07T13:30:43.109000+00:00",10,NA,1
9473,1230,"2024-03-07T13:30:44.398000+00:00",81,NA,1
9473,1230,"2024-03-07T13:30:51.383000+00:00",27,NA,1
9473,1230,"2024-03-07T13:30:56.384000+00:00",23,NA,1
9473,1230,"2024-03-07T13:31:08.914000+00:00",16,NA,1
9473,1230,"2024-03-07T13:31:11.548000+00:00",4,NA,1
9473,1230,"2024-03-07T13:31:13.311000+00:00",14,NA,1
9473,1230,"2024-03-07T13:31:18.319000+00:00",22,NA,1
9473,1230,"2024-03-07T13:31:28.334000+00:00",11,NA,1
9473,1230,"2024-03-07T13:31:36.761000+00:00",18,NA,1
9473,1230,"2024-03-07T13:31:47.344000+00:00",63,NA,1
9473,1230,"2024-03-07T13:33:34.311000+00:00",1,NA,1
9473,1230,"2024-03-07T13:33:44.555000+00:00",3,NA,1
9473,1230,"2024-03-07T13:33:49.785000+00:00",20,NA,1
9473,1230,"2024-03-07T13:34:59.332000+00:00",2,NA,1
9473,1230,"2024-03-07T13:36:41.735000+00:00",31,26.3,4
9473,1230,"2024-03-07T13:42:57.973000+00:00",44,34.6,7
9473,1230,"2024-03-07T13:43:01.871000+00:00",11,25.8,7
9473,1230,"2024-03-07T13:47:23.061000+00:00",16,38.4,9
9473,1230,"2024-03-07T13:47:41.511000+00:00",55,51.1,10
9473,1230,"2024-03-07T13:52:50.784000+00:00",77,651.7,8
9473,1230,"2024-03-07T13:52:57.055000+00:00",14,461.1,9
9473,1230,"2024-03-07T13:54:17.155000+00:00",4,579.1,8
